Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-83241,Fedora 21 : mingw-qt5-qtbase-5.4.1-2.fc21,,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6766666666666667
nessus-83242,Fedora 22 : 389-ds-base-1.3.3.10-1.fc22,CVE-2015-1854,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.728
nessus-83243,Mandriva Linux Security Advisory : curl,"CVE-2015-3143, CVE-2015-3145, CVE-2015-3148",qualys-175372,Debian Security Update for curl (DSA 3232-1),"CVE-2015-3143, CVE-2015-3144, CVE-2015-3145, CVE-2015-3148",0.734
nessus-83244,Mandriva Linux Security Advisory : curl,"CVE-2015-3143, CVE-2015-3148",qualys-351046,Amazon Linux Security Advisory for bind: ALAS-2017-858,"CVE-2017-3143, CVE-2017-3142",0.7866666666666666
nessus-83245,Mandriva Linux Security Advisory : clamav,"CVE-2015-2170, CVE-2015-2221, CVE-2015-2222, CVE-2015-2305, CVE-2015-2668",qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,CVE-2015-2730,0.7233333333333333
nessus-83246,Mandriva Linux Security Advisory : ppp,CVE-2015-3310,qualys-351033,Amazon Linux Security Advisory for ntp: AL2012-2017-177,CVE-2016-9310,0.7666666666666666
nessus-83247,Mandriva Linux Security Advisory : directfb,"CVE-2014-2977, CVE-2014-2978",qualys-350795,Amazon Linux Security Advisory for openssh: AL2012-2015-036,"CVE-2014-9278, CVE-2014-2653",0.7033333333333335
nessus-83248,Mandriva Linux Security Advisory : ruby,CVE-2015-1855,qualys-175379,Debian Security Update for ruby1.8 (DSA 3245-1),CVE-2015-1855,0.766
nessus-83249,Mandriva Linux Security Advisory : cherokee,CVE-2014-4668,qualys-350820,Amazon Linux Security Advisory for procmail: AL2012-2014-011,CVE-2014-3618,0.7599999999999999
nessus-83250,Mandriva Linux Security Advisory : fcgi,CVE-2012-6687,qualys-350989,Amazon Linux Security Advisory for 389-ds-base: ALAS-2017-824,CVE-2017-2668,0.7466666666666667
nessus-83251,Ubuntu 12.04 LTS / 14.04 LTS / 14.10 / 15.04 : libxml-libxml-perl vulnerability,CVE-2015-3451,qualys-11648,Bomgar Remote Support Unauthenticated Code Execution Vulnerability,CVE-2015-0935,0.7066666666666667
nessus-83252,Ubuntu 12.04 LTS / 14.04 LTS / 14.10 / 15.04 : dnsmasq vulnerability (USN-2593-1),CVE-2015-3294,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-3226,0.7133333333333334
nessus-83253,Debian DSA-3251-1 : dnsmasq - security update,CVE-2015-3294,qualys-43247,Cisco IOS Local Security Bypass Vulnerability,CVE-2011-3289,0.7233333333333333
nessus-83254,Mandriva Linux Security Advisory : mariadb,"CVE-2015-0499, CVE-2015-0501, CVE-2015-0505, CVE-2015-2571",qualys-175369,Debian Security Update for mysql-5.5 (DSA 3229-1),"CVE-2015-0433, CVE-2015-0441, CVE-2015-0499, CVE-2015-0501, CVE-2015-0505, CVE-2015-2568, CVE-2015-2571, CVE-2015-2573",0.7460000000000001
nessus-83255,Ubuntu 12.04 LTS / 14.04 LTS / 14.10 / 15.04 : clamav vulnerabilities (USN-2594-1),"CVE-2015-2170, CVE-2015-2221, CVE-2015-2222, CVE-2015-2305, CVE-2015-2668",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.66
nessus-83256,Ubuntu 12.04 LTS / 14.04 LTS / 14.10 : ppp vulnerability (USN-2595-1),CVE-2015-3310,qualys-38508,RedHat Enterprise Linux UDEV Insecure Permissions Vulnerability,CVE-2014-3430,0.6966666666666667
nessus-83256,Ubuntu 12.04 LTS / 14.04 LTS / 14.10 : ppp vulnerability (USN-2595-1),,qualys-350761,Amazon Linux Security Advisory for dovecot: AL2012-2015-071,,0.6966666666666667
nessus-83257,Ubuntu 12.04 LTS : linux vulnerability,CVE-2015-3339,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-3226,0.7033333333333333
nessus-83258,Ubuntu 12.04 LTS : linux-lts-trusty vulnerability (USN-2597-1),CVE-2015-3339,qualys-196658,Ubuntu Security Notification for Linux Vulnerabilities (USN-3161-1),"CVE-2015-8964, CVE-2016-4568, CVE-2016-6213, CVE-2016-8630, CVE-2016-8633, CVE-2016-8645, CVE-2016-9555",0.7060000000000001
nessus-83259,Ubuntu 14.04 LTS : linux vulnerability,CVE-2015-3339,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-3226,0.7033333333333333
nessus-83260,Ubuntu 14.04 LTS : linux-lts-utopic vulnerability (USN-2599-1),CVE-2015-3339,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2017-3139,0.7033333333333333
nessus-83260,Ubuntu 14.04 LTS : linux-lts-utopic vulnerability (USN-2599-1),,qualys-350998,Amazon Linux Security Advisory for bind: ALAS-2017-833,,0.7033333333333333
nessus-83261,Ubuntu 14.10 : linux vulnerability,CVE-2015-3339,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-1349,0.6966666666666667
nessus-83261,Ubuntu 14.10 : linux vulnerability,,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,,0.6966666666666667
nessus-83262,Ubuntu 15.04 : linux vulnerability,CVE-2015-3339,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-1349,0.7033333333333333
nessus-83266,ClusterLabs Pacemaker PCS Daemon Default Password,CVE-2015-1842,qualys-27087,ArGoSoft FTP Server Weak Password Encryption Vulnerability,CVE-2001-1142,0.6966666666666667
nessus-83268,Amazon Linux AMI : java-1.8.0-openjdk,"CVE-2005-1080, CVE-2015-0460, CVE-2015-0469, CVE-2015-0470, CVE-2015-0477, CVE-2015-0478, CVE-2015-0480, CVE-2015-0488",qualys-350767,Amazon Linux Security Advisory for java-1.6.0-openjdk: AL2012-2015-064,"CVE-2015-0469, CVE-2015-0478, CVE-2015-0480, CVE-2015-0477, CVE-2015-0488, CVE-2005-1080, CVE-2015-0460",0.8666666666666667
nessus-83269,Amazon Linux AMI : krb5 (ALAS-2015-518),"CVE-2014-5352, CVE-2014-5353, CVE-2014-5355, CVE-2014-9421, CVE-2014-9422",qualys-350758,Amazon Linux Security Advisory for krb5: AL2012-2015-074,"CVE-2014-4341, CVE-2014-4342, CVE-2014-4343, CVE-2014-4344, CVE-2014-4345, CVE-2013-1418, CVE-2014-4341, CVE-2013-6800, CVE-2014-5352, CVE-2014-5353, CVE-2014-5355, CVE-2014-9422, CVE-2014-9421",0.8666666666666667
nessus-83270,Amazon Linux AMI : xorg-x11-server,CVE-2015-0255,qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.8633333333333333
nessus-83271,Amazon Linux AMI : ntp (ALAS-2015-520),"CVE-2015-1798, CVE-2015-1799",qualys-350726,Amazon Linux Security Advisory for nss: ALAS-2011-021,,0.7433333333333333
nessus-83272,Amazon Linux AMI : python-tornado,CVE-2013-2099,qualys-350726,Amazon Linux Security Advisory for nss: ALAS-2011-021,,0.7233333333333333
nessus-83273,Debian DSA-3252-1 : sqlite3 - security update,"CVE-2015-3414, CVE-2015-3415, CVE-2015-3416",qualys-11770,Acti Cameras Multiple Security vulnerabilities,"CVE-2017-3184, CVE-2017-3185, CVE-2017-3186",0.7000000000000001
nessus-83274,Mandriva Linux Security Advisory : nodejs,CVE-2015-0278,qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,CVE-2015-2730,0.7666666666666666
nessus-83275,Mandriva Linux Security Advisory : net-snmp,,qualys-350783,Amazon Linux Security Advisory for net-snmp: AL2012-2015-048,CVE-2014-2284,0.68
nessus-83276,Mandriva Linux Security Advisory : squid,CVE-2015-3455,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-1349,0.7533333333333333
nessus-83277,Ubuntu 14.04 LTS / 14.10 / 15.04 : oxide-qt vulnerabilities (USN-2582-1),"CVE-2015-1243, CVE-2015-1250",qualys-124694,Netgear Management System NMS300 Multiple Security Vulnerabilities,"CVE-2016-1524, CVE-2016-1525",0.6966666666666667
nessus-83278,HP Operations Orchestration 10.x Authentication Bypass,CVE-2015-2109,qualys-119463,FreeRADIUS OCSP Authentication Bypass Vulnerability,CVE-2011-2701,0.73
nessus-83280,Amazon Linux AMI : docker (ALAS-2015-522),"CVE-2015-3627, CVE-2015-3629, CVE-2015-3630, CVE-2015-3631",qualys-350715,Amazon Linux Security Advisory for cacti: ALAS-2012-032,,0.7400000000000001
nessus-83280,Amazon Linux AMI : docker (ALAS-2015-522),,qualys-350724,Amazon Linux Security Advisory for cacti: ALAS-2011-023,,0.7400000000000001
nessus-83281,FreeBSD : Vulnerability in HWP document filter,CVE-2015-1774,qualys-175376,Debian Security Update for libreoffice (DSA 3236-1),CVE-2015-1774,0.7799999999999999
nessus-83282,FreeBSD : wordpress -- XSS vulnerability,,qualys-12348,NextGEN Gallery Wordpress Plugin XSS Vulnerability,CVE-2010-1186,0.73
nessus-83283,FreeBSD : wordpress -- 2 XSS vulnerabilities,,qualys-12348,NextGEN Gallery Wordpress Plugin XSS Vulnerability,CVE-2010-1186,0.67
nessus-83284,Mandriva Linux Security Advisory : perl-XML-LibXML (MDVSA-2015:231),CVE-2015-3451,qualys-175378,Debian Security Update for libxml-libxml-perl (DSA 3243-1),CVE-2015-3451,0.792
nessus-83285,SuSE 11.3 Security Update : emacs (SAT Patch Number 10519),"CVE-2014-3421, CVE-2014-3422, CVE-2014-3423, CVE-2014-3424",qualys-122770,CentOS Security Update for polkit-qt (CESA-2014:1359),CVE-2014-5033,0.71
nessus-83286,SuSE 11.3 Security Update : gd (SAT Patch Number 10530),CVE-2014-9709,qualys-175354,Debian Security Update for libgd2 (DSA 3215-1),"CVE-2014-2497, CVE-2014-9709",0.85
nessus-83287,SuSE 11.3 Security Update : java-1_7_0-openjdk (SAT Patch Number 10621),"CVE-2015-0458, CVE-2015-0459, CVE-2015-0460, CVE-2015-0469, CVE-2015-0477, CVE-2015-0478, CVE-2015-0480, CVE-2015-0484, CVE-2015-0488, CVE-2015-0491, CVE-2015-0492",qualys-175375,Debian Security Update for openjdk-7 (DSA 3235-1),"CVE-2015-0460, CVE-2015-0469, CVE-2015-0470, CVE-2015-0477, CVE-2015-0478, CVE-2015-0480, CVE-2015-0488",0.82
nessus-83288,IBM WebSphere MQ 7.0 / 7.1 / 7.5 / 8.0 PCF Query DoS,CVE-2014-4771,qualys-350804,Amazon Linux Security Advisory for wget: AL2012-2015-027,CVE-2014-4877,0.7533333333333334
nessus-83289,Novell ZENworks Configuration Management < 11.3.2 Remote Code Execution (intrusive check),CVE-2015-0779,qualys-86261,WebCalendar Remote Command Execution Vulnerability,CVE-2001-0477,0.7033333333333333
nessus-83290,IBM WebSphere Application Server Multiple Vulnerabilities,"CVE-2015-0174, CVE-2015-0175, CVE-2015-1882, CVE-2015-1920",qualys-86677,IBM WebSphere Application Server Samples Cross-Site Scripting Vulnerability,,0.76
nessus-83291,Mac OS X : Apple Safari < 6.2.6 / 7.1.6 / 8.0.6 Multiple Vulnerabilities,"CVE-2015-1152, CVE-2015-1153, CVE-2015-1154, CVE-2015-1155, CVE-2015-1156",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.6900000000000001
nessus-83292,MySQL Enterprise Monitor < 2.3.14 Apache Struts Multiple Vulnerabilities,"CVE-2013-2251, CVE-2013-4316",qualys-150165,"Apache Struts Multiple Vulnerabilities (S2-018, S2-019)","CVE-2013-4310, CVE-2013-4316",0.7933333333333333
nessus-83293,MySQL Enterprise Monitor < 2.3.17 Multiple Vulnerabilities,"CVE-2014-0050, CVE-2014-0094, CVE-2014-0112, CVE-2014-0113, CVE-2014-0116",qualys-122758,Google Chrome SSL 3.0 Information Disclosure Vulnerability (POODLE),CVE-2014-3566,0.6933333333333334
nessus-83294,MySQL Enterprise Monitor < 2.3.20 Apache Struts Predictable Token XSRF,CVE-2014-7809,qualys-350838,Amazon Linux Security Advisory for tomcat6: AL2012-2016-120,CVE-2014-7810,0.7400000000000001
nessus-83295,MySQL Enterprise Monitor 3.0.x < 3.0.11 Multiple Vulnerabilities,"CVE-2014-0050, CVE-2014-0094, CVE-2014-0112, CVE-2014-0113, CVE-2014-0116",qualys-122758,Google Chrome SSL 3.0 Information Disclosure Vulnerability (POODLE),CVE-2014-3566,0.6900000000000001
nessus-83296,MySQL Enterprise Monitor 3.0.x < 3.0.19 Apache Struts Predictable Token XSRF,CVE-2014-7809,qualys-350838,Amazon Linux Security Advisory for tomcat6: AL2012-2016-120,CVE-2014-7810,0.7333333333333334
nessus-83297,MySQL Enterprise Monitor 3.0.x < 3.0.5 Apache Struts DMI Multiple Vulnerabilities,CVE-2013-4316,qualys-150165,"Apache Struts Multiple Vulnerabilities (S2-018, S2-019)","CVE-2013-4310, CVE-2013-4316",0.89
nessus-83298,SSL Certificate Chain Contains Certificates Expiring Soon,,qualys-38465,OpenVPN Same Client Certificate Denial of Service Vulnerability,CVE-2011-0082,0.5
nessus-83298,SSL Certificate Chain Contains Certificates Expiring Soon,,qualys-119305,Mozilla Firefox SSL Certificate Validation Security Weakness,,0.5
nessus-83299,IBM Tivoli Storage Manager FastBack Mount 6.1.x < 6.1.11.1 Multiple Vulnerabilities,"CVE-2015-0120, CVE-2015-1896, CVE-2015-1898",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.6933333333333334
nessus-83303,Unix / Linux - Local Users Information : Passwords Never Expire,,qualys-116157,Microsoft Windows RunAs Password Length Local Information Disclosure - Zero Day,CVE-2009-0320,0.63
nessus-83304,Magento Mage_Adminhtml_Block_Report_Search_Grid Class 'popularity' Parameter SQLi,CVE-2015-1397,qualys-38488,IPSwitch WhatsUp Small Business 2004 Report Service Directory Traversal Vulnerability,CVE-2005-1939,0.71
nessus-83306,Debian DSA-3253-1 : pound - security update,"CVE-2009-3555, CVE-2012-4929, CVE-2014-3566",qualys-350824,Amazon Linux Security Advisory for nss: AL2012-2014-007,CVE-2014-3566,0.8166666666666668
nessus-83307,Debian DSA-3254-1 : suricata - security update,CVE-2015-0971,qualys-86451,4D WebServer Directory Traversal Vulnerability,CVE-2001-0971,0.7433333333333333
nessus-83308,Debian DSA-3256-1 : libtasn1-6 - security update,CVE-2015-3622,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.7733333333333334
nessus-83309,Fedora 20 : thunderbird-31.6.0-1.fc20,,qualys-116441,Fedora Update for Kernel (FEDORA-2009-5383),"CVE-2009-1439 , CVE-2009-1633",0.6900000000000001
nessus-83310,Fedora 21 : netcf-0.2.8-1.fc21 (2015-5872),CVE-2014-8119,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.71
nessus-83311,Fedora 20 : netcf-0.2.8-1.fc20 (2015-5910),CVE-2014-8119,qualys-350838,Amazon Linux Security Advisory for tomcat6: AL2012-2016-120,CVE-2014-7810,0.7066666666666667
nessus-83312,Fedora 21 : realmd-0.15.2-2.fc21,CVE-2015-2704,qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,CVE-2015-2730,0.7233333333333333
nessus-83313,Fedora 20 : prosody-0.9.8-1.fc20,,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6833333333333335
nessus-83314,Fedora 20 : firefox-37.0.2-1.fc20 / xulrunner-37.0.2-1.fc20 (2015-6621),,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6766666666666667
nessus-83315,Fedora 22 : wordpress-4.2.1-1.fc22,"CVE-2015-3438, CVE-2015-3439, CVE-2015-3440",qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.708
nessus-83316,Fedora 21 : v8-3.14.5.10-18.fc21,CVE-2014-3152,qualys-122684,Fedora Security Update for qemu (FEDORA-2014-1044),CVE-2014-3615,0.702
nessus-83317,Fedora 20 : springframework-3.1.4-3.fc20,CVE-2014-0225,qualys-350789,Amazon Linux Security Advisory for openssl097a: AL2012-2015-042,CVE-2014-0224,0.7266666666666667
nessus-83317,Fedora 20 : springframework-3.1.4-3.fc20,,qualys-350790,Amazon Linux Security Advisory for openssl098e: AL2012-2015-041,,0.7266666666666667
nessus-83318,Fedora 22 : v8-3.14.5.10-18.fc22,CVE-2014-3152,qualys-122684,Fedora Security Update for qemu (FEDORA-2014-1044),CVE-2014-3615,0.6960000000000001
nessus-83319,Fedora 20 : async-http-client-1.7.22-2.fc20,"CVE-2013-7397, CVE-2013-7398",qualys-350785,Amazon Linux Security Advisory for openldap: AL2012-2015-046,CVE-2013-4566,0.6333333333333333
nessus-83319,Fedora 20 : async-http-client-1.7.22-2.fc20,,qualys-350802,Amazon Linux Security Advisory for xerces-j2: AL2012-2015-029,,0.6333333333333333
nessus-83319,Fedora 20 : async-http-client-1.7.22-2.fc20,,qualys-350817,Amazon Linux Security Advisory for mod_nss: AL2012-2014-014,,0.6333333333333333
nessus-83320,Fedora 20 : v8-3.14.5.10-18.fc20,CVE-2014-3152,qualys-122684,Fedora Security Update for qemu (FEDORA-2014-1044),CVE-2014-3615,0.702
nessus-83321,Fedora 20 : testdisk-7.0-2.fc20 (2015-6933),,qualys-116685,Fedora Update for wireshark (FEDORA-2009-9837),"CVE-2009-2559 , CVE-2009-2560 , CVE-2009-2561 , CVE-2009-2562 , CVE-2009-2563 , CVE-2009-3241 , CVE-2009-3242",0.6766666666666667
nessus-83322,Fedora 22 : dpkg-1.16.16-5.fc22 (2015-6974),"CVE-2014-8625, CVE-2015-0840",qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6940000000000001
nessus-83323,Fedora 21 : proftpd-1.3.5-5.fc21,CVE-2015-3306,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.718
nessus-83324,Fedora 21 : perl-XML-LibXML-2.0119-1.fc21,CVE-2015-3451,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.7140000000000001
nessus-83325,Fedora 20 : libreoffice-4.2.8.2-8.fc20,CVE-2015-1774,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.712
nessus-83326,Fedora 20 : perl-XML-LibXML-2.0119-1.fc20,CVE-2015-3451,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.7140000000000001
nessus-83327,Fedora 22 : texlive-2014-8.20140525_r34255.fc22,,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6766666666666667
nessus-83328,FreeBSD : libssh -- NULL pointer dereference,CVE-2015-3146,qualys-43035,Huawei Quidway Switches Remote Privilege Escalation Vulnerability,CVE-2011-3146,0.73
nessus-83328,FreeBSD : libssh -- NULL pointer dereference,,qualys-119598,Red Hat Update for librsvg2 (RHSA-2011:1289),,0.73
nessus-83329,Mandriva Linux Security Advisory : libtasn1,CVE-2015-3622,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.8000000000000002
nessus-83330,SuSE 11.3 Security Update : Mono (SAT Patch Number 10497),"CVE-2015-2318, CVE-2015-2319, CVE-2015-2320",qualys-175339,Debian Security Update for mono (DSA 3202-1),"CVE-2015-2318, CVE-2015-2319, CVE-2015-2320",0.8433333333333334
nessus-83331,Ubuntu 12.04 LTS : linux-lts-trusty vulnerability (USN-2597-2),,qualys-196755,Ubuntu Security Notification for Bind9 Vulnerabilities (USN-3259-1),"CVE-2017-3136, CVE-2017-3137, CVE-2017-3138",0.7433333333333333
nessus-83332,Ubuntu 14.04 LTS : linux vulnerability,,qualys-196793,Ubuntu Security Notification for Miniupnpc Vulnerability (USN-3298-1),CVE-2017-8798,0.7200000000000001
nessus-83333,Ubuntu 14.04 LTS : linux-lts-utopic vulnerability (USN-2599-2),,qualys-196755,Ubuntu Security Notification for Bind9 Vulnerabilities (USN-3259-1),"CVE-2017-3136, CVE-2017-3137, CVE-2017-3138",0.73
nessus-83334,Ubuntu 14.10 : linux regression,,qualys-196756,Ubuntu Security Notification for Firefox Vulnerabilities (USN-3260-1),"CVE-2017-5429, CVE-2017-5430, CVE-2017-5432, CVE-2017-5433, CVE-2017-5434, CVE-2017-5435, CVE-2017-5436, CVE-2017-5437, CVE-2017-5438, CVE-2017-5439, CVE-2017-5440, CVE-2017-5441, CVE-2017-5442, CVE-2017-5443, CVE-2017-5444, CVE-2017-5445, CVE-2017-5446, CVE-2017-5447, CVE-2017-5448, CVE-2017-5449, CVE-2017-5451, CVE-2017-5453, CVE-2017-5454, CVE-2017-5455, CVE-2017-5456, CVE-2017-5458, CVE-2017-5459, CVE-2017-5460, CVE-2017-5461, CVE-2017-5462, CVE-2017-5464, CVE-2017-5465, CVE-2017-5466, CVE-2017-5467, CVE-2017-5468, CVE-2017-5469",0.65
nessus-83335,Debian DSA-3255-1 : zeromq3 - security update,CVE-2014-9721,qualys-175354,Debian Security Update for libgd2 (DSA 3215-1),"CVE-2014-2497, CVE-2014-9709",0.766
nessus-83336,Debian DSA-3257-1 : mercurial - security update,CVE-2014-9462,qualys-351027,Amazon Linux Security Advisory for mercurial: ALAS-2017-856,CVE-2017-9462,0.7966666666666667
nessus-83337,Fedora 22 : t1utils-1.39-1.fc22 (2015-7616),,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6766666666666667
nessus-83338,Fedora 22 : NetworkManager-1.0.2-1.fc22 / NetworkManager-openconnect-1.0.2-1.fc22 / etc (2015-7767),CVE-2015-2924,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.712
nessus-83339,Fedora 22 : kernel-4.0.2-300.fc22,CVE-2015-3636,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.704
nessus-83340,Fedora 22 : krb5-1.13.1-3.fc22 (2015-7866),CVE-2015-2694,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.708
nessus-83341,Fedora 22 : gnutls-3.3.15-1.fc22,,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6633333333333334
nessus-83342,Fedora 22 : ca-certificates-2015.2.4-1.0.fc22,,qualys-124706,Fedora Security Update for php-PHPMailer (FEDORA-2015-39522bb8c9),CVE-2015-8476,0.6666666666666666
nessus-83343,RHEL 6 : spacewalk-java (RHSA-2015:0957),CVE-2014-8162,qualys-122700,Red Hat Update for NSS (RHSA-2014:1307),CVE-2014-1568,0.772
